Rok;Miesiąc;Język;Typ usługodawcy;Rodzaj współpracy;Typ klienta;Liczba zleceń;Przychód (PLN);;14320
2025;May;Niderlandzki;Freelancer;Umowa zlecenie;MSP;5;2765;;
2025;May;Niderlandzki;Biuro tłumaczeń;Useme.com;JDG;4;2200;;
2025;May;Czeski;Freelancer;Useme.com;JDG;1;621;;
2025;May;Czeski;Biuro tłumaczeń;Useme.com;JDG;5;3220;;
2025;June;Węgierski;Freelancer;Useme.com;MSP;1;638;;
2025;June;Węgierski;Biuro tłumaczeń;Umowa zlecenie;JDG;18;8208;;
2025;June;Angielski;Freelancer;Umowa o dzieło;MSP;12;6504;;
2025;June;Angielski;Biuro tłumaczeń;Umowa zlecenie;JDG;12;6876;;
2025;June;Niemiecki;Freelancer;Umowa o dzieło;Korporacja;20;8260;;
2025;June;Niemiecki;Biuro tłumaczeń;Umowa zlecenie;MSP;11;6787;;
2025;June;Francuski;Freelancer;Umowa zlecenie;MSP;5;3225;;
2025;June;Francuski;Biuro tłumaczeń;Umowa zlecenie;JDG;14;5824;;
2025;June;Hiszpański;Freelancer;Umowa zlecenie;Korporacja;12;9384;;
2025;June;Hiszpański;Biuro tłumaczeń;Umowa o dzieło;Korporacja;2;1170;;
2025;June;Włoski;Freelancer;Umowa o dzieło;MSP;12;7992;;
2025;June;Włoski;Biuro tłumaczeń;Umowa o dzieło;JDG;3;1722;;
2025;June;Niderlandzki;Freelancer;Useme.com;Korporacja;7;5215;;
2025;June;Niderlandzki;Biuro tłumaczeń;Umowa zlecenie;MSP;2;928;;
2025;June;Czeski;Freelancer;Umowa zlecenie;JDG;6;3378;;
2025;June;Czeski;Biuro tłumaczeń;Umowa o dzieło;MSP;4;2264;;
2025;July;Węgierski;Freelancer;Umowa o dzieło;Korporacja;16;12096;;
2025;July;Węgierski;Biuro tłumaczeń;Umowa zlecenie;MSP;11;7062;;
2025;July;Angielski;Freelancer;Umowa zlecenie;MSP;7;4928;;
2025;July;Angielski;Biuro tłumaczeń;Umowa zlecenie;Korporacja;3;1365;;
2025;July;Niemiecki;Freelancer;Umowa zlecenie;Korporacja;8;3448;;
2025;July;Niemiecki;Biuro tłumaczeń;Umowa zlecenie;MSP;19;9956;;
2025;July;Francuski;Freelancer;Umowa zlecenie;MSP;6;3252;;
2025;July;Francuski;Biuro tłumaczeń;Umowa zlecenie;MSP;19;11305;;
2025;July;Hiszpański;Freelancer;Umowa o dzieło;MSP;5;2480;;
2025;July;Hiszpański;Biuro tłumaczeń;Useme.com;JDG;1;635;;
2025;July;Włoski;Freelancer;Umowa zlecenie;MSP;1;778;;
2025;July;Włoski;Biuro tłumaczeń;Umowa o dzieło;JDG;8;5712;;
2025;July;Niderlandzki;Freelancer;Useme.com;MSP;4;3028;;
2025;July;Niderlandzki;Biuro tłumaczeń;Useme.com;MSP;15;11040;;
2025;July;Czeski;Freelancer;Umowa zlecenie;Korporacja;17;10523;;
2025;July;Czeski;Biuro tłumaczeń;Umowa o dzieło;Korporacja;16;12528;;
2025;August;Węgierski;Freelancer;Umowa o dzieło;Korporacja;13;9828;;
2025;August;Węgierski;Biuro tłumaczeń;Useme.com;Korporacja;11;8679;;
2025;August;Angielski;Freelancer;Umowa o dzieło;Korporacja;6;4800;;
2025;August;Angielski;Biuro tłumaczeń;Umowa o dzieło;Korporacja;18;9288;;
2025;August;Niemiecki;Freelancer;Umowa o dzieło;MSP;5;2735;;
2025;August;Niemiecki;Biuro tłumaczeń;Umowa o dzieło;Korporacja;19;8246;;
2025;August;Francuski;Freelancer;Useme.com;Korporacja;12;8652;;
2025;August;Francuski;Biuro tłumaczeń;Umowa zlecenie;Korporacja;14;5964;;
2025;August;Hiszpański;Freelancer;Useme.com;JDG;7;3206;;
2025;August;Hiszpański;Biuro tłumaczeń;Umowa zlecenie;JDG;7;4725;;
2025;August;Włoski;Freelancer;Umowa zlecenie;MSP;8;3624;;
2025;August;Włoski;Biuro tłumaczeń;Umowa zlecenie;MSP;10;7600;;
2025;August;Niderlandzki;Freelancer;Umowa zlecenie;MSP;17;11951;;
2025;August;Niderlandzki;Biuro tłumaczeń;Umowa o dzieło;Korporacja;18;8136;;
2025;August;Czeski;Freelancer;Umowa o dzieło;Korporacja;7;5348;;
2025;August;Czeski;Biuro tłumaczeń;Umowa zlecenie;Korporacja;14;8554;;
2025;September;Węgierski;Freelancer;Umowa zlecenie;MSP;16;12624;;
2025;September;Węgierski;Biuro tłumaczeń;Umowa zlecenie;MSP;18;12906;;
2025;September;Angielski;Freelancer;Umowa zlecenie;Korporacja;2;1166;;
2025;September;Angielski;Biuro tłumaczeń;Umowa zlecenie;Korporacja;7;4487;;
2025;September;Niemiecki;Freelancer;Umowa zlecenie;JDG;1;426;;
2025;September;Niemiecki;Biuro tłumaczeń;Umowa o dzieło;JDG;15;7140;;
2025;September;Francuski;Freelancer;Useme.com;Korporacja;19;10317;;
2025;September;Francuski;Biuro tłumaczeń;Umowa zlecenie;JDG;11;5775;;
2025;September;Hiszpański;Freelancer;Umowa o dzieło;MSP;17;9197;;
2025;September;Hiszpański;Biuro tłumaczeń;Useme.com;MSP;18;11862;;
2025;September;Włoski;Freelancer;Useme.com;MSP;3;1302;;
2025;September;Włoski;Biuro tłumaczeń;Umowa o dzieło;MSP;9;5967;;
2025;September;Niderlandzki;Freelancer;Umowa o dzieło;MSP;1;633;;
2025;September;Niderlandzki;Biuro tłumaczeń;Umowa zlecenie;Korporacja;5;3050;;
2025;September;Czeski;Freelancer;Umowa o dzieło;Korporacja;14;9212;;
2025;September;Czeski;Biuro tłumaczeń;Umowa o dzieło;Korporacja;2;1368;;
2025;October;Węgierski;Freelancer;Useme.com;MSP;5;3865;;
2025;October;Węgierski;Biuro tłumaczeń;Umowa o dzieło;JDG;14;7336;;
2025;October;Angielski;Freelancer;Umowa zlecenie;MSP;4;3064;;
2025;October;Angielski;Biuro tłumaczeń;Umowa zlecenie;MSP;7;5537;;
2025;October;Niemiecki;Freelancer;Umowa zlecenie;JDG;16;6656;;
2025;October;Niemiecki;Biuro tłumaczeń;Useme.com;Korporacja;7;3010;;
2025;October;Francuski;Freelancer;Useme.com;MSP;4;2372;;
2025;October;Francuski;Biuro tłumaczeń;Useme.com;MSP;15;11100;;
2025;October;Hiszpański;Freelancer;Umowa zlecenie;JDG;20;14000;;
2025;October;Hiszpański;Biuro tłumaczeń;Useme.com;Korporacja;1;547;;
2025;October;Włoski;Freelancer;Useme.com;JDG;8;3416;;
2025;October;Włoski;Biuro tłumaczeń;Useme.com;Korporacja;12;6600;;
2025;October;Niderlandzki;Freelancer;Umowa zlecenie;Korporacja;15;9375;;
2025;October;Niderlandzki;Biuro tłumaczeń;Umowa zlecenie;MSP;7;4123;;
2025;October;Czeski;Freelancer;Umowa o dzieło;Korporacja;8;3968;;
2025;October;Czeski;Biuro tłumaczeń;Umowa zlecenie;Korporacja;18;9360;;
2025;November;Węgierski;Freelancer;Umowa o dzieło;Korporacja;6;4266;;
2025;November;Węgierski;Biuro tłumaczeń;Umowa zlecenie;JDG;10;4830;;
2025;November;Angielski;Freelancer;Umowa zlecenie;JDG;14;7896;;
2025;November;Angielski;Biuro tłumaczeń;Umowa o dzieło;MSP;7;5012;;
2025;November;Niemiecki;Freelancer;Umowa o dzieło;JDG;3;1311;;
2025;November;Niemiecki;Biuro tłumaczeń;Useme.com;MSP;8;3992;;
2025;November;Francuski;Freelancer;Umowa zlecenie;MSP;19;11229;;
2025;November;Francuski;Biuro tłumaczeń;Useme.com;JDG;2;1006;;
2025;November;Hiszpański;Freelancer;Useme.com;JDG;14;7714;;
2025;November;Hiszpański;Biuro tłumaczeń;Useme.com;JDG;3;1653;;
2025;November;Włoski;Freelancer;Useme.com;Korporacja;6;2400;;
2025;November;Włoski;Biuro tłumaczeń;Umowa zlecenie;MSP;16;10896;;
2025;November;Niderlandzki;Freelancer;Umowa o dzieło;MSP;15;8070;;
2025;November;Niderlandzki;Biuro tłumaczeń;Umowa zlecenie;JDG;2;878;;
2025;November;Czeski;Freelancer;Umowa zlecenie;Korporacja;11;6545;;
2025;November;Czeski;Biuro tłumaczeń;Umowa zlecenie;JDG;13;7943;;
2025;December;Węgierski;Freelancer;Useme.com;Korporacja;13;6045;;
2025;December;Węgierski;Biuro tłumaczeń;Useme.com;MSP;20;12440;;
2025;December;Angielski;Freelancer;Umowa o dzieło;MSP;2;888;;
2025;December;Angielski;Biuro tłumaczeń;Umowa zlecenie;JDG;6;4266;;
2025;December;Niemiecki;Freelancer;Umowa zlecenie;JDG;6;3384;;
2025;December;Niemiecki;Biuro tłumaczeń;Umowa zlecenie;MSP;14;5824;;
2025;December;Francuski;Freelancer;Umowa o dzieło;JDG;1;403;;
2025;December;Francuski;Biuro tłumaczeń;Umowa o dzieło;Korporacja;8;5984;;
2025;December;Hiszpański;Freelancer;Umowa o dzieło;MSP;20;9600;;
2025;December;Hiszpański;Biuro tłumaczeń;Umowa o dzieło;MSP;16;7056;;
2025;December;Włoski;Freelancer;Umowa o dzieło;JDG;13;7553;;
2025;December;Włoski;Biuro tłumaczeń;Umowa zlecenie;Korporacja;15;9990;;
2025;December;Niderlandzki;Freelancer;Umowa o dzieło;JDG;14;10850;;
2025;December;Niderlandzki;Biuro tłumaczeń;Umowa o dzieło;MSP;20;14120;;
2025;December;Czeski;Freelancer;Umowa o dzieło;MSP;18;8190;;
2025;December;Czeski;Biuro tłumaczeń;Useme.com;Korporacja;11;4576;;
